index,name,climate-risk-region,farming-system,sub-system,farm-vulnerability-component,weather-event,weather-event-season-or-period,2nd-weather-event,2nd-weather-event-season-or-period,description-of-the-measure,implementation,ghg-emissions,air-quality,soil,water,biodiversity,animal-welfare,economic,social,technical-feasibility,comments-on-sustainability,alt-language,alt-name,alt-sub-system,alt-weather-event-season-or-period,alt-2nd-weather-event-season-or-period,alt-description-of-the-measure,alt-comments-on-sustainability
86,Efficient irrigation systems,3,1,All crops,14,1,Spring and summer,,,"Installation of efficient irrigation systems (e.g. drip irrigation, tensiometres, on-site meteorologic station)  ",2,1,2,2,1,2,2,4,2,3,"An efficient irrigation system encourages deligent use of water ressources especially in dry times and/or regions. The dependence on water restrictions is reduced when less water is needed and new techniques should reduce the energy costs and therefore GHG emissions. With an efficient water irrigation no leaching of nutrients will happen. For some farmers the investments could be too high, so an irrigation cooperations could be the solution.",1,Effiziente Bewässerungssysteme,Alle Ackerfrüchte,Frühjahr und Sommer,,"Einrichtung eines effizienten Bewässerungssystems (z.B. tensiometrische Sonden, örtliche Wetterstationen, Tröpfchen)","Ein effizientes Bewässerungssystem unterstützt den sorgsamen Umgang mit den Wasserressourcen. Die Abhängigkeit von Wassernutzungseinschränkungen reduziert sich, wenn weniger Wasser benötigt wird. Neue Technik und geringerer Wasserverbrauch ermöglichen eine Senkung der Energiekosten. Durch eine perfekt abgestimmte Bewässerung kann eine Nährstoffauswaschung verhindert werden. Eine Bewässerungskooperation könnte die Investitionskosten reduzieren."
87,Efficient irrigation systems,3,3,"Apple, vineyards",34,1,Spring and summer,,,"Installation of efficient irrigation systems (e.g. drip irrigation, tensiometres, on-site meteorologic station)  ",2,1,2,2,1,2,2,4,2,3,"An efficient irrigation system encourages deligent use of water ressources especially in dry times and/or regions. The dependence on water restrictions is reduced when less water is needed and new techniques should reduce the energy costs and therefore GHG emissions. With an efficient water irrigation no leaching of nutrients will happen. For some farmers the investments could be too high, so an irrigation cooperation could be the solution.",1,Effiziente Bewässerungssysteme,"Apfel, Wein",Frühjahr und Sommer,,"Einrichtung eines effizienten Bewässerungssystems (z.B. tensiometrische Sonden, örtliche Wetterstationen, Tröpfchen)","Ein effizientes Bewässerungssystem unterstützt den sorgsamen Umgang mit den Wasserressourcen. Die Abhängigkeit von Wassernutzungseinschränkungen reduziert sich, wenn weniger Wasser benötigt wird. Neue Technik und geringerer Wasserverbrauch ermöglichen eine Senkung der Energiekosten. Durch eine perfekt abgestimmte Bewässerung kann eine Nährstoffauswaschung verhindert werden. Eine Bewässerungskooperation könnte die Investitionskosten reduzieren."
88,Agroforestry,3,1,All crops,11,8,All,,,Planting trees or hedges on agricultural fields - a combination of forestry and agriculture,2,1,2,1,1,1,2,4,3,2,"Agroforestry offers a second income (energy or high grad woods or trees for food production) whereby the first investment could be very high.
These additional plants increase the biodiversity, improve the humus formation, create a positive microclimate and reduce leaching of nutrients by the extensive root system. Deep laying nutrients can also be used. The working load increases due to planting, tree care and harvest of the wood.
",1,Agroforst,Ackerfrüchte,Ganzjährig,,Pflanzung von Bäumen oder Hecken auf landwirtschaftlichen Flächen - eine Kombination aus Forst und Landwirtschaft,"Agroforst bietet eine zweite Einkommenssäule (Energie-, Nutz-, Nahrungsgehölze), wobei die Anfangsinvestitionen hoch sein können.
Die zusätzlichen Pflanzen erhöhen die Biodiversität, fördern die Humusbildung, produzieren ein positives Kleinklima, reduzieren die Nährstoffauswaschung durch ihr ausladendes Wurzelsystem und können tieferliegende Nährstoffe nutzen. Zusätzlicher Arbeitsaufwand für Anlage, Pflege und Ernte der Gehölze."
89,Agroforestry,3,2,Grassland,21,8,All,,,Planting trees or hedges on agricultural fields - a combination of forestry and agriculture,2,1,2,1,1,1,2,4,3,2,"Agroforest offers a second income (energy or high grad woods or trees for food production) whereby the first investment could be very high.
These additional plants increase the biodiversity, improve the humus formation, create a positive microclimate/shade and reduce leaching of nutrients due to the extensive root system. Deep laying nutrients can also be used. The working load increases due to planting, tree care and harvest of the wood.
",1,Agroforst,Grünland,Ganzjährig,,Pflanzung von Bäumen oder Hecken auf landwirtschaftlichen Flächen - eine Kombination aus Forst- und Landwirtschaft,"Agroforst bietet eine zweite Einkommenssäule (Energie-, Nutz-, Nahrungsgehölze), wobei die Anfangsinvestitionen hoch sein können.
Die zusätzlichen Pflanzen erhöhen die Biodiversität, fördern die Humusbildung, produzieren ein positives Kleinklima/Schatten, reduzieren die Nährstoffauswaschung durch ihr ausladendes Wurzelsystem und können tieferliegende Nährstoffe nutzen. Zusätzlicher Arbeitsaufwand für Anlage, Pflege und Ernte der Gehölze."
90,Careful soil cultivation,3,1,All crops,13,2,All,,,Driving on the field only under dry conditions when the soil is stable. Use of lighter machines / tractors.,1,1,2,1,1,1,2,5,2,1,"A careful soil cultivation is very important to maintain the soil structure and to avoid soil compaction. Only an intact soil structure can lead to a good water infiltration and storage over a longer time. A good soil structure offers good conditions for soil organisms and therefore for soil biodiversity as well as ideal conditions for good yields. Furthermore, cultivating dry soils uses less petrol than cultivating heavy wet soils.
",1,Schonende Bodenbearbeitung,Alle Ackerfrüchte,Ganzjährig,,"Befahren des Ackers nur bei abgetrocknetem,   tragfähigem Boden. Einsatz von leichteren Maschinen/Traktoren","Eine schonende Bodenbearbeitung ist Voraussetzung, um eine gute Bodenstruktur zu erhalten und Bodenverdichtung zu vermeiden. Nur eine intakte Bodenstruktur kann Regenwasser infiltrieren und dies über eine längere Zeit im Boden halten. Dies ist eine gute Grundlage für eine hohe Aktivität des Bodenlebens und somit für eine hohe Biodiversität im Boden, Voraussetzung für gute Erträge.  Geringerer Treibstoffaufwand auf abgetrockneten Böden. "
91,Careful soil cultivation,3,3,"Apple, vineyards",33,2,All,,,Driving on the field only under dry conditions when the soil is stable. Use of lighter machines / tractors.,1,1,2,1,1,1,2,5,2,1,"A careful soil cultivation is very important to maintain the soil structure and to avoid soil compaction. Only an intact soil structure can lead to a good water infiltration and storage over a longer time. A good soil structure offers good conditions for soil organisms and therefore for soil biodiversity as well as ideal conditions for good yields. Furthermore, cultivating dry soils uses less petrol than cultivating heavy wet soils.
",1,Schonende Bodenbearbeitung,"Apfel, Wein",Ganzjährig,,"Befahren des Ackers nur bei abgetrocknetem, tragfähigem Boden. Einsatz von leichteren Maschinen/Traktoren","Eine schonende Bodenbearbeitung ist Voraussetzung, um eine gute Bodenstruktur zu erhalten und Bodenverdichtung zu vermeiden. Nur eine intakte Bodenstruktur kann Regenwasser infiltrieren und dies über eine längere Zeit im Boden halten. Dies ist eine gute Grundlage für eine hohe Aktivität des Bodenlebens und somit für eine hohe Biodiversität im Boden, Voraussetzung für gute Erträge.  Geringerer Treibstoffeinsatz auf abgetrockneten Böden. "
92,Careful soil cultivation,3,2,Grassland,21,2,All,,,Driving on the field only under dry conditions when the soil is stable. Use of lighter machines / tractors.,1,1,2,1,1,1,2,5,2,1,"A careful soil cultivation is very important to maintain the soil structure and to avoid soil compaction. Only an intact soil structure can lead to a good water infiltration and storage over a longer time. A good soil structure offers good conditions for soil organisms and therefore for soil biodiversity as well as ideal conditions for good yields. Furthermore, cultivating dry soils uses less petrol than cultivating heavy wet soils.
",1,Schonende Bodenbearbeitung,Grünland,Ganzjährig,,"Befahren des Ackers nur bei abgetrocknetem,   tragfähigem Boden. Einsatz von leichteren  Maschinen/Traktoren","Eine schonende Bodenbearbeitung ist Voraussetzung, um eine gute Bodenstruktur zu erhalten und Bodenverdichtung zu vermeiden. Nur eine intakte Bodenstruktur kann Regenwasser infiltrieren und dies über eine längere Zeit im Boden halten. Dies ist eine gute Grundlage für eine hohe Aktivität des Bodenlebens und somit für eine hohe Biodiversität im Boden, Voraussetzung für gute Erträge.  Geringerer Treibstoffeinsatz auf abgetrockneten Böden. "
93,Protection against hail and heavy precipitation,3,3,"Apple, vineyards",32,8,Spring and summer,6,Spring and summer,"Installing nets and foil roofs against hail, frost, heavy precipitation and radiation ",2,1,2,2,2,2,2,4,2,2,"The protection devices need some investments but the benefit, especially against hail, is very high. A further side effect is the protection from bird and wesp feeding.  The product quality can be improved considerably.",1,Schutzeinrichtungen gegen  Hagel- und Starkniederschläge,"Apfel, Wein",Ganzjährig,Frühjahr und Sommer,"Anbringen von Schutzeinrichtungen wie Netze und Foliendächer gegen Hagel, Frost, Starkniederschläge und Strahlung ","Die Schutzvorrichtungen bedürfen einiger Anfangsinvestitionen, jedoch ist der Nutzen speziell gegen Hagel sehr hoch. Auf die Produktionseinheit berechnet, reduziert es die THG-Emissionen. Ein weiterer Nebeneffekt ist, dass die Früchte vor Vogel- und Wespenfraß geschützt sind. Die Erntequalität kann damit maßgeblich verbessert werden."
94,Adaptation of the range of varieties,3,1,All crops,12,3,Summer,1,Summer,Cultivation of varieties adapted to drier and/or hotter conditions,2,2,2,2,1,2,2,5,2,2,"Cultivating adapted varieties offers stable yields for all crops. A combination of ""common varieties"" and varieties adapted to a warmer and drier climate spreads the cultivation risk. The irrigation requirement can be reduced or the use of soil water improved. The cultivation of new varieties has to go in hand with the market requirements.",1,Anpassung des Sortenspektrums,Alle Ackerfrüchte,Sommer,Sommer,"Anbau von Sorten, die an trockenere und/oder heißere Bedingungen angepasst sind. ",Der Anbau von angepassten Sorten ermöglicht stabilere Erträgen. Zusammen mit den herkömmlichen Sorten streut diese Maßnahme das Anbaurisiko. Ggf. sinkt der Bewässerungsbedarf bzw. das Bodenwasser wird besser ausgenutzt. Der Anbau neuer Sorten muss mit den Abnehmern ggf. abgesprochen werden.
95,Adaptation of the range of varieties,3,3,"Apple, vineyards",31,3,Summer,1,Summer,Cultivation of varieties adapted to drier and/or hotter conditions,2,2,2,2,1,2,2,5,2,2,"Cultivating adapted varieties offers stable yields for all crops. A combination of ""common varieties"" and varieties adapted to a warmer and drier climate spreads the cultivation risk. The irrigation requirement can be reduced or the use of soil water improved. The cultivation of new varieties has to go in hand with the market requirements.",1,Anpassung des Sortenspektrums,"Apfel, Wein",Sommer,Sommer,"Anbau von Sorten, die an trockenere und/oder heißere Bedingungen angepasst sind. ",Der Anbau von angepassten Sorten bietet die Möglichkeit von stabileren Erträgen. Zusammen mit den herkömmlichen Sorten streut diese Maßnahme das Anbaurisiko.  Ggf. sinkt der Bewässerungsbedarf bzw. das Bodenwasser wird besser ausgenutzt. Der Anbau neuer Sorten muss mit den Abnehmern ggf. abgesprochen werden bzw. die Kunden darauf hingeführt werden.
