index,name,climate-risk-region,farming-system,sub-system,farm-vulnerability-component,weather-event,weather-event-season-or-period,2nd-weather-event,2nd-weather-event-season-or-period,description-of-the-measure,implementation,ghg-emissions,air-quality,soil,water,biodiversity,animal-welfare,economic,social,technical-feasibility,comments-on-sustainability,alt-language,alt-name,alt-sub-system,alt-weather-event-season-or-period,alt-2nd-weather-event-season-or-period,alt-description-of-the-measure,alt-comments-on-sustainability
95,Roof greening and sprinkling,3,2,All animals,23,3,Spring and summer,,,Roof greening and/or roof sprinkling to reduce the temperature in the barn,2,1,2,2,3,1,1,4,2,3,"This measure requires some investment but it has a postive effect on cooling the barn and on the animal welfare. It is possible to cool down the temperature in the barn up to 4-6 °C to the outdoor temperature. The green roof stores CO2, offers a habitat for flora and fauna and creates a positive microclimate. The energy used for sprinkling can be balanced out (partly) by the CO2 storage of the roof vegetation. External advice is necessary.",1,Dachbegrünung und -beregnung,Alle Tiere,Frühjahr und Sommer,, Dachbegrünung und -beregnung zur Kühlung des Stalles,"Diese Maßnahme bedarf finanzieller Investitionen, hat aber durch die Stallkühlung auf das Tierwohl großen Einfluss. Die Stalltemperatur kann so um 4-6°C gegenüber Außen gesenkt werden. Das Gründach speichert CO2, bietet Lebensraum für Flora und Fauna und schafft ein positives Kleinklima. Die Energie für die Beregnung kann durch die CO2-Speicherung des Gründaches (teilweise) ausgeglichen werden. Beratung durch Dritte erforderlich."
96,Sufficient drinking troughs,3,2,All animals,23,3,Spring and summer,,,Sufficient and easily accessable drinking troughs in the barn and on the pasture,1,2,2,2,2,2,1,2,2,2,"During heat periods, animals have a higher need for water. This has to be satisfied by easily accessible and sufficient drinking troughs. In this case, drinking bowls are advantageous. The investment will be rewarded by a more stable production and a good health of the animals.",1,Ausreichend Wassertränken,Alle Tiere,Frühjahr und Sommer,,Ausreichend und leicht zugängliche Tränkestellen im Stall und auf der Weide,"Während Hitzeperioden haben die Tiere einen erhöhten Wasserbedarf, der jederzeit durch ausreichend und zugängliche Tränkestellen gedeckt werden muss. Vorteilhaft sind dabei Tränkebecken, die ausreichend frisches Wasser während dem Tränken nachliefern. Die Investitionen zahlen sich durch eine stabilere Leistung der Tiere und eine höhere Tiergesundheit aus."
97,Adaptation of the grazing time,3,2,Dairy cows,23,3,Summer,,,Shift the grazing time into the night time when it is cooler outside,1,2,2,2,2,2,1,2,3,1,"During very hot periods, the temperature outside is so high that during the day it can be cooler in the barn than on the pasture. The animals prefer to stay in the barn. During the night, the conditions on the pasture will be more comfortable for the animals. This increases the need of organization.",1,Anpassung der Weidezeiten,Milchkühe,Sommer,,Verschiebung der Weidezeiten in die kühleren Abend-/Nachstunden ,"Während Hitzeperioden können die Temperaturen tagsüber im Stall niedriger sein als auf der Weide. Die Tiere bevorzugen es dann, sich im Stall aufzuhalten. Während solcher Hitzeperioden sind nachts die Bedingungen auf der Weide angenehmer für die Tiere. Höherer Organisationsaufwand."
98,Adaptation of the feed ration,3,2,Dairy cows,22,3,Summer,,,Increasing the energy content in the feed ration and feeding high digestible roughage,1,2,2,2,2,2,1,5,2,2,"During heat periods, the animals have a higher need of energy to cool down. To satisfy the need, the feed ration should be more energetic without having too little fibre. The adaptation of the feed has to be done step by step. During heat periods, the roughage should have the best quality.",1,Anpassung der Futterration,Milchkühe,Sommer,,Erhöhung des Energiegehaltes in der Futterration und Verfütterung von Grundfutter höchster Qualität,"Während Hitzeperioden haben  die Tiere einen erhöhten Energiebedarf, um ihre Körpertemperatur zu senken. Um diesen Bedarf zu decken, sollte die Futterration energiereicher gestaltet sein, ohne jedoch den notwendigen Rohfaseranteil zu unterschreiten. Die Anpassung muss schrittweise erfolgen. Während dieser Zeit sollte Grundfutter von bester Qualität gefüttert werden."
99,Adaptation of the feeding time,3,2,Dairy cows,22,3,Summer,,,"Shifting the feeding time to the cooler night time, feeding two times a day",1,2,2,2,2,2,1,2,3,1,"During hot days, the fodder intake of the animals is reduced. When the temperatures decrease at the end of the day, the animals increase their fodder intake. To avoid the fodder going bad due to the high temperatures, it should be offered two times a day (not only once). The work load increases with this.",1,Anpassung der Fütterungszeit ,Milchkühe,Sommer,,Verschiebung der Fütterungszeit in die kühleren Abend-/Nachstunden; zweimalige Futtervorlage ,"Während heißer Tage ist die Futteraufnahme der Tiere reduziert. Wenn es abends kühler wird, steigern die Tiere die Futteraufnahme und fressen über nacht mehr als tagsüber. Um zu vermeiden, dass das Futter bei hohen Temperaturen verdirbt, ist eine zweimalige Futtervorlage angeraten. Dies bedarf eines höheren Arbeitsaufwands."
100,Natural shading of the barn,3,2,All animals,23,3,Summer,,,Planting trees around the barn to protect the barn from heat with natural shade,1,1,1,2,2,1,1,5,2,1,"The cooling effect by planting trees around the barn is only visible once the trees are big enough for efficient cooling. This cooling doesn`t cost energy, the trees store CO2 and offer a habitat for a lot of animals. Furthermore the transpiration of the trees create a positive microclimate. ",1,Natürliche Stallbeschattung ,Alle Tiere,Sommer,,Pflanzung von Bäumen für eine natürliche Beschattung des Stalls zur Reduzierung der Stalltemperatur,"Der Kühleffekt durch die gepflanzten Bäume um den Stall wird erst in den kommenden Jahren deutlich spürbar, bis die Bäume groß genug für eine effektive Kühling sind. Jedoch kostet diese Art von Kühlung keine Energie, die Bäume speichern CO2 und bieten Lebensraum für viele Tiere. Darüber hinaus entsteht durch die Verdunstung des Baumes ein positives Kleinklima."
101,Improving the barn cooling system,3,2,Pigs,23,3,Summer,,,Improve the cooling system to reduce the barn temperature 3°C under the outside temperature,2,3,1,2,3,2,1,2,2,3,"To reduce the barn temperature under the outside temperature, cooling systems have to be implemented. Possible measures e.g.: air intake from the north side/from ground level, air intake along an irrigated brick wall, high pressure system with nebulisation. Cool barn temperatures reduce the ammonia emissions.  Additional energy / water costs and xternal advice are necessary.",1,Verbesserung der Kühlsysteme,Schweine,Sommer,,Verbesserung des Kühlsystems zur Reduzierung der Stalltemperatur unter 3°C der Außentemperatur,"Um die Stalltemperatur unter die Außentemperatur zu bringen, müssen entsprechende Kühlsysteme eingerichtet werden. Mögliche Maßnahmen sind z.B. Zulufführung von der Nordseite/Bodennähe bzw. über eine bewässerte Ziegelwand, Hochdruckanlage mit Vernebelung. Durch kühlere Stalltemperaturen entstehen  geringere Ammoniakemissionen. Ggf. zusätzliche Energie-/Wasserkosten und externe Beratung  erforderlich."
102,Photovoltaic system on the roof,3,2,All animals,23,3,Summer,,,Photovoltaic system on the barn roof to reduce the temperature in the barn,2,1,1,2,2,2,1,4,2,2,"Photovoltaic systems have a cooling effect on the barn as they avoid the direct solar radiation onto the barn roof. At the same time, photovoltaic produces renewable energy which can be used for other energy needs on the farm (e.g. additional sprinkler, ventilator, milking system). The first investment is high but this can be balanced out by the produced energy and the increased animal welfare. Cool barn temperatures reduce the ammonia emissions.",1,Photovoltaikanlage auf dem Stalldach,Alle Tiere,Sommer,,Photovoltaikanlagen auf dem Stalldach zur Reduzierung der Stalltemperaturen,"PV-Anlagen haben einen kühlenden Effekt auf die Stalltemperaturen, da sie die direkte Sonneneinstrahlung auf das Dach verhindern und so auch Ammoniakemissionen reduzieren. Zudem produzieren die PV-Anlagen regenerative Energie, die für andere Einsätze auf dem Betrieb erforderlich ist (z.B. zusätzliche Sprenkler, Ventilatoren). Die Anschaffungskosten sind hoch, können aber durch die Eigenstromproduktion  und  höheres Tierwohl ausgeglichen werden."
103,Legumes in grassland,3,2,Dairy cows,21,3,Summer,1,Summer,Integration of legumes in grassland,1,1,2,1,2,1,2,5,2,1,"A diverse grassland is more stable than grassland with a high share of grass. Especially legumes, such as alfalfa are more drought tolerant than grass.  It is important to have fields with different grassland compostions so the risk for yield losses is spread. Furthermore, diverse grassland increases the fodder value for the animals, stores N in the soil, improves the soil structure and the biodiversity on the field and reduces N2O emissions.",1,Leguminosen im Grünland,Milchkühe,Sommer,Sommer,Integration von Leguminosen in das Grünland,"Vielseitiges Grünland ist ertragsstabiler als einseitig gräserdominiertes Grünland. Besonders Leguminosen wie Luzerne sind sehr trockentolerant. Für stabile Erträge ist es zudem sinnvoll, zur Risikoreduzierung verschiedene Grünlandbestände zu bewirtschaften. Gleichzeitig erhöhen vielseitige Grünlandbestände den Futterwert, reichern N im Boden an, fördern die Bodenstruktur und die Biodiversität auf der Fläche. Weniger N2O Emissionen. "
104,Fodder stocks and portioning,3,2,Dairy cows,21,1,Summer,,,Creating sufficient fodder stocks for years with low yields and small fodder stock units,2,2,2,2,2,2,2,5,2,2,"Fodder from good years is stored as a reserve for years with low yields, e.g. years with long summer drought, very wet years. It is useful to have a fodder reserve of up to 20%. The investment in storage facilities is paid off in years with high fodder prices and low availability. 
A portioning into small units, such as silage bales or hay, help to overcome times of low fodder availability in summer without having the need to open a big silo.",1,Futterbevorratung und Portionierung,Milchkühe,Sommer,,Anlegen von ausreichend Futtervorräten für ertragsarme Jahre und von kleineren Futtereinheiten,"Grundfutter in guten Jahren wird als Vorrat für schlechtere Ertragsjahre gelagert. Empfehlenswert ist es, bis zu 20% Futterreserven vorzuhalten. Investitionen in zusätzliche Lager zahlen sich in schlechten Jahren mit hohen Futterpreisen und geringer Verfügbarkeit aus.
Kleinere Silageportionen/Heu überbrücken Notzeiten im Sommer bis zum nächsten Aufwuchs, sodass große Siloeinheiten nicht angebrochen werden müssen."
105,Grassland renewal,3,2,Dairy cows,21,1,Summer,,,"Renewal of grassland with adapted seeds, by sowing into the gaps that occur after periods of drought ",1,1,2,1,1,2,2,5,2,3,"For a high grassland productivity, it is important to close the gaps in the grassland which are caused by drought periods. It has an effect on the whole system - uniform rooting, supression of unwanted plants, a higher water infiltration and stable yields. Expert knowledge may be required. ",1,Grünlandsanierung,Milchkühe,Sommer,,"Konsequentes Nachsäen von Lücken im Grünland mit angepasstem Saatgut, die während Trockenperioden entstanden sind.","Für eine hohe Grünlandproduktivität ist es wichtig, Lücken im Grünland zu schließen, die z.B. aufgrund von Trockenperioden entstanden sind. Dies hat Auswirkungen auf das ganze Grünlandsystem - gleichmäßige Durchwurzelung, Unterdrückung von unerwünschtem Aufwuchs, eine höhere Wasserinfiltration, und stabile Erträge. Beratung durch Dritte ggf. notwendig."
106,Adapted grazing management,3,2,Dairy cows,21,1,Summer,,,Using wetter grazing sites during drought periods - No excessive use of dry grassland,2,2,2,2,2,2,1,5,2,2,"Increasing drought periods makes it necessary to optimize the grassland/grazing management. Dry grazing sites can`t be used as long as usual, so wetter sites should be provided. The dry sites shouldn`t be grazed too long or too short so that the grassland can recover again. Longer periods without grazing/cutting support the root growth.",1,Anpassung des Weidemanagements,Milchkühe,Sommer,,Nutzung von feuchteren Weidestandorten während Trockenperioden - keine Übernutzung von trockenem Grünland,"Zunehmende Trockenperioden machen es notwenig, das Grünland-/Weidemanagement zu optimieren. Trockene Weiden sollten nicht so lange beweidet werden wie unter gewohnten Bedingungen, dafür sollten feuchtere Standorte zur Verfügung stehen. Zudem sollten die Weiden  nicht zu kurz abgeweidet werden, damit sich der Grünlandbestand wieder erholen kann. Längere Ruhezeiten fördern das Wurzelwachstum."
107,Liquid manure management,3,2,Grassland,21,2,All,1,All,Building further covered slurry tanks to increase the storage capacity,2,1,1,1,1,1,2,4,2,3,"Increasing heavy rainfalls and drought are expected in the near future, so the optimal time for spreading liquid manure can be reduced. Liquid manure should only be spread on soil with a good carrying capacity to avoid soil compaction. The investment for further slurry tanks is high and needs some advice, but the advantage is a higher flexibility in spreading. This avoids liquid manure being spread in suboptimal conditions.",1,Güllemanagement,Grünland,Ganzjährig,,"Errichtung von zusätzlichen, abgedeckten Güllelagern, um die Lagerkapazität zu erweitern","Vermehrt starke Regenfälle / mehr Regen im Herbst/zeitigem Frühjahr werden zukünftig erwartet, so dass sich die Zeitfenster zur Gülleausbringung verkleinern. Gülle sollte nur auf tragfähigen Boden ausgebracht werden. Die Investitionen in Gülletanks sind hoch und bedürfen einer Beratung, gewähren jedoch flexiblere Ausbringzeiten aus. Es verhindert, dass Gülle in zu hohen Mengen während Trockenzeiten bzw. auf zu nassen Boden ausgebracht wird.  "
